trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1030,False,"{'a': 0.001, 'e': 0.5148188449699553}",20,0,3.6794104384557995,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
1031,False,"{'a': 0.001, 'e': 0.513961288714249}",20,0,-12.609399720778836,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
1032,False,"{'a': 0.001, 'e': 0.5131032184972965}",30,12,-49.187048798599406,"{0: 12, 1: 2, 2: 2, 3: 2, 4: 0}",1
1033,False,"{'a': 0.001, 'e': 0.5122446351771685}",20,7,-37.184545318872715,"{0: 8, 1: 0, 2: 5, 3: 0, 4: 0}",1
1034,False,"{'a': 0.001, 'e': 0.5113855396124478}",30,10,-38.896051147923686,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",1
1035,False,"{'a': 0.001, 'e': 0.5105259326622302}",25,15,-0.953292340949323,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
1036,False,"{'a': 0.001, 'e': 0.5096658151861225}",25,15,-1.8336147356324353,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
1037,False,"{'a': 0.001, 'e': 0.5088051880442421}",35,0,-109.58671098016228,"{0: 24, 1: 0, 2: 9, 3: 1, 4: 1}",0
1038,False,"{'a': 0.001, 'e': 0.507944052097216}",25,13,2.2232405208251347,"{0: 9, 1: 2, 2: 1, 3: 0, 4: 0}",1
1039,False,"{'a': 0.001, 'e': 0.5070824082061802}",20,5,-4.355969462680353,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
1040,False,"{'a': 0.001, 'e': 0.5062202572327784}",25,19,3.068105050689051,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
1041,False,"{'a': 0.001, 'e': 0.5053576000391616}",25,11,-46.22491751602141,"{0: 10, 1: 1, 2: 2, 3: 0, 4: 1}",1
1042,False,"{'a': 0.001, 'e': 0.5044944374879867}",25,14,-33.315556046878555,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 1}",1
1043,False,"{'a': 0.001, 'e': 0.5036307704424167}",20,0,-46.2701566248776,"{0: 14, 1: 1, 2: 4, 3: 1, 4: 0}",1
1044,False,"{'a': 0.001, 'e': 0.5027665997661179}",20,13,0.26700694881284615,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
1045,False,"{'a': 0.001, 'e': 0.5019019263232615}",25,10,7.968986914803011,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
1046,False,"{'a': 0.001, 'e': 0.5010367509785203}",25,0,-75.32517553248768,"{0: 19, 1: 0, 2: 5, 3: 0, 4: 1}",0
1047,False,"{'a': 0.001, 'e': 0.5001710745970701}",25,0,-21.122583220681964,"{0: 19, 1: 3, 2: 3, 3: 0, 4: 0}",0
1048,False,"{'a': 0.001, 'e': 0.49930489804458683}",30,21,-17.12447279651061,"{0: 6, 1: 0, 2: 3, 3: 0, 4: 0}",1
1049,False,"{'a': 0.001, 'e': 0.4984382221872473}",20,0,11.501403041881394,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
1050,False,"{'a': 0.001, 'e': 0.49757104789172696}",30,18,-83.98069516438349,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 2}",1
1051,False,"{'a': 0.001, 'e': 0.49670337602520037}",25,0,-6.634048762217272,"{0: 22, 1: 0, 2: 2, 3: 1, 4: 0}",0
1052,False,"{'a': 0.001, 'e': 0.49583520745533893}",25,0,-40.61409966923372,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 1}",0
1053,False,"{'a': 0.001, 'e': 0.4949665430503115}",35,19,32.55105124269955,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1054,False,"{'a': 0.001, 'e': 0.4940973836787822}",25,0,-60.00387078105274,"{0: 19, 1: 2, 2: 2, 3: 1, 4: 1}",0
1055,False,"{'a': 0.001, 'e': 0.4932277302099105}",20,13,12.729508531625708,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1056,False,"{'a': 0.001, 'e': 0.4923575835133495}",25,13,-42.68166092372617,"{0: 8, 1: 2, 2: 1, 3: 0, 4: 1}",1
1057,False,"{'a': 0.001, 'e': 0.49148694445924623}",25,2,-67.47793217170948,"{0: 16, 1: 2, 2: 4, 3: 0, 4: 1}",1
1058,False,"{'a': 0.001, 'e': 0.4906158139182393}",20,0,-1.3810868561014247,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
1059,False,"{'a': 0.001, 'e': 0.4897441927614595}",20,3,-73.19308055762625,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 2}",1
1060,False,"{'a': 0.001, 'e': 0.4888720818605275}",20,8,-2.7137878283314523,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
1061,False,"{'a': 0.001, 'e': 0.4879994820875546}",25,2,-112.7220525509423,"{0: 12, 1: 5, 2: 4, 3: 1, 4: 1}",1
1062,False,"{'a': 0.001, 'e': 0.48712639431514015}",25,3,-5.879623045815613,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 1}",1
1063,False,"{'a': 0.001, 'e': 0.4862528194163721}",20,13,0.19700841502520117,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
1064,False,"{'a': 0.001, 'e': 0.485378758264825}",20,2,-27.389749698310222,"{0: 14, 1: 0, 2: 3, 3: 1, 4: 0}",1
1065,False,"{'a': 0.001, 'e': 0.48450421173456026}",25,16,3.658551444242419,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
1066,False,"{'a': 0.001, 'e': 0.483629180700124}",20,0,-1.9917221151008255,"{0: 16, 1: 3, 2: 1, 3: 0, 4: 0}",1
1067,False,"{'a': 0.001, 'e': 0.4827536660365475}",20,6,-3.210695049285696,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 0}",1
1068,False,"{'a': 0.001, 'e': 0.481877668619345}",30,9,-95.84464754623775,"{0: 13, 1: 2, 2: 3, 3: 2, 4: 1}",1
1069,False,"{'a': 0.001, 'e': 0.48100118932451424}",20,3,15.999583102197297,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
1070,False,"{'a': 0.001, 'e': 0.4801242290285341}",25,2,-59.246943344983535,"{0: 16, 1: 3, 2: 3, 3: 0, 4: 1}",1
1071,False,"{'a': 0.001, 'e': 0.47924678860836506}",20,14,11.194426577174179,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1072,False,"{'a': 0.001, 'e': 0.47836886894144715}",25,2,-51.4312345731698,"{0: 18, 1: 1, 2: 3, 3: 0, 4: 1}",1
1073,False,"{'a': 0.001, 'e': 0.4774904709057004}",25,0,-30.038121909409117,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 1}",0
1074,False,"{'a': 0.001, 'e': 0.47661159537952236}",20,7,-97.94612311095558,"{0: 8, 1: 1, 2: 1, 3: 1, 4: 2}",1
1075,False,"{'a': 0.001, 'e': 0.4757322432417888}",25,2,-34.51084894167663,"{0: 19, 1: 1, 2: 2, 3: 0, 4: 1}",1
1076,False,"{'a': 0.001, 'e': 0.47485241537185147}",20,0,-81.01337020984968,"{0: 14, 1: 0, 2: 4, 3: 1, 4: 1}",0
1077,False,"{'a': 0.001, 'e': 0.4739721126495385}",25,0,-36.03447675344431,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 1}",0
1078,False,"{'a': 0.001, 'e': 0.47309133595515224}",20,0,-39.530279774565955,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 0}",0
1079,False,"{'a': 0.001, 'e': 0.4722100861694696}",30,19,-7.411283413817914,"{0: 8, 1: 2, 2: 1, 3: 0, 4: 0}",1
1080,False,"{'a': 0.001, 'e': 0.47132836417373997}",20,4,-17.187745855869007,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
1081,False,"{'a': 0.001, 'e': 0.47044617084968565}",20,8,16.9787959072231,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1082,False,"{'a': 0.001, 'e': 0.46956350707949945}",20,12,-3.637687072861299,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 0}",1
1083,False,"{'a': 0.001, 'e': 0.4686803737458455}",25,10,-27.568411669034308,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 1}",1
1084,False,"{'a': 0.001, 'e': 0.4677967717318567}",25,0,-44.26398904068218,"{0: 20, 1: 2, 2: 1, 3: 1, 4: 1}",0
1085,False,"{'a': 0.001, 'e': 0.4669127019211353}",25,6,-38.26018229056308,"{0: 14, 1: 2, 2: 1, 3: 2, 4: 0}",1
1086,False,"{'a': 0.001, 'e': 0.46602816519775075}",20,16,6.178543693099574,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1087,False,"{'a': 0.001, 'e': 0.46514316244624}",20,4,-50.11684875466734,"{0: 11, 1: 1, 2: 2, 3: 2, 4: 0}",1
1088,False,"{'a': 0.001, 'e': 0.46425769455160537}",35,21,-45.1313432574864,"{0: 10, 1: 2, 2: 1, 3: 0, 4: 1}",1
1089,False,"{'a': 0.001, 'e': 0.4633717623993151}",20,14,-2.28840334314365,"{0: 4, 1: 2, 2: 0, 3: 0, 4: 0}",1
1090,False,"{'a': 0.001, 'e': 0.4624853668753008}",20,0,-10.03385402704843,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
1091,False,"{'a': 0.001, 'e': 0.4615985088659584}",30,20,7.82953989210042,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1092,False,"{'a': 0.001, 'e': 0.46071118925814536}",25,15,-32.27893490112509,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 1}",1
1093,False,"{'a': 0.001, 'e': 0.4598234089391817}",20,10,7.25822452451445,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1094,False,"{'a': 0.001, 'e': 0.4589351687968472}",20,0,-71.35237774446284,"{0: 15, 1: 1, 2: 1, 3: 2, 4: 1}",0
1095,False,"{'a': 0.001, 'e': 0.45804646971938234}",20,0,-60.376224737058635,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 1}",0
1096,False,"{'a': 0.001, 'e': 0.45715731259548575}",30,14,-8.418865218066866,"{0: 12, 1: 2, 2: 2, 3: 0, 4: 0}",1
1097,False,"{'a': 0.001, 'e': 0.45626769831431485}",25,13,7.014643271533181,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1098,False,"{'a': 0.001, 'e': 0.45537762776548346}",20,2,-54.95796084512757,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 1}",1
1099,False,"{'a': 0.001, 'e': 0.4544871018390625}",35,7,-2.7877637076451327,"{0: 24, 1: 0, 2: 4, 3: 0, 4: 0}",1
1100,False,"{'a': 0.001, 'e': 0.4535961214255773}",20,8,-14.627008308345744,"{0: 8, 1: 2, 2: 2, 3: 0, 4: 0}",1
1101,False,"{'a': 0.001, 'e': 0.4527046874160087}",25,12,14.835936732477844,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
1102,False,"{'a': 0.001, 'e': 0.4518128007017902}",25,5,12.262963666931746,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",1
1103,False,"{'a': 0.001, 'e': 0.4509204621748089}",30,2,-27.031254958684087,"{0: 22, 1: 1, 2: 5, 3: 0, 4: 0}",1
1104,False,"{'a': 0.001, 'e': 0.45002767272740274}",30,13,-17.93961772997241,"{0: 12, 1: 2, 2: 3, 3: 0, 4: 0}",1
1105,False,"{'a': 0.001, 'e': 0.4491344332523616}",25,0,-54.74716069577142,"{0: 18, 1: 2, 2: 3, 3: 2, 4: 0}",0
1106,False,"{'a': 0.001, 'e': 0.4482407446429244}",20,16,7.408074843554848,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1107,False,"{'a': 0.001, 'e': 0.4473466077927801}",25,15,-7.003382181577234,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
1108,False,"{'a': 0.001, 'e': 0.4464520235960651}",25,9,-15.114118280615264,"{0: 14, 1: 0, 2: 1, 3: 1, 4: 0}",1
1109,False,"{'a': 0.001, 'e': 0.44555699294736395}",30,6,19.79932395374235,"{0: 22, 1: 2, 2: 0, 3: 0, 4: 0}",1
1110,False,"{'a': 0.001, 'e': 0.4446615167417068}",25,0,-103.91053141140361,"{0: 18, 1: 2, 2: 2, 3: 1, 4: 2}",0
1111,False,"{'a': 0.001, 'e': 0.4437655958745701}",30,18,7.004666782398824,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1112,False,"{'a': 0.001, 'e': 0.4428692312418743}",20,6,21.598875052112817,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1113,False,"{'a': 0.001, 'e': 0.44197242373998435}",25,0,-41.420798814343286,"{0: 21, 1: 0, 2: 3, 3: 0, 4: 1}",0
1114,False,"{'a': 0.001, 'e': 0.44107517426570736}",20,5,25.8033303520422,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1115,False,"{'a': 0.001, 'e': 0.440177483716293}",25,0,-53.00563658147144,"{0: 19, 1: 2, 2: 3, 3: 0, 4: 1}",0
1116,False,"{'a': 0.001, 'e': 0.43927935298943144}",25,10,17.41246007460275,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
1117,False,"{'a': 0.001, 'e': 0.4383807829832537}",20,0,-45.90981358554025,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
1118,False,"{'a': 0.001, 'e': 0.4374817745963293}",35,21,-10.769077137584276,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 0}",1
1119,False,"{'a': 0.001, 'e': 0.43658232872766695}",25,4,7.732438616333994,"{0: 19, 1: 0, 2: 2, 3: 0, 4: 0}",1
1120,False,"{'a': 0.001, 'e': 0.4356824462767121}",20,12,-6.8896979569905845,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
1121,False,"{'a': 0.001, 'e': 0.43478212814334743}",20,1,-65.15900851453554,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 1}",1
1122,False,"{'a': 0.001, 'e': 0.43388137522789066}",25,8,7.998278953637191,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
1123,False,"{'a': 0.001, 'e': 0.432980188431095}",25,0,-22.97991246442922,"{0: 19, 1: 2, 2: 4, 3: 0, 4: 0}",0
1124,False,"{'a': 0.001, 'e': 0.4320785686541468}",30,11,-75.72939812967641,"{0: 14, 1: 2, 2: 1, 3: 0, 4: 2}",1
1125,False,"{'a': 0.001, 'e': 0.4311765167986662}",30,4,6.194477937843649,"{0: 22, 1: 3, 2: 1, 3: 0, 4: 0}",1
1126,False,"{'a': 0.001, 'e': 0.4302740337667045}",25,0,4.363040642101443,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
1127,False,"{'a': 0.001, 'e': 0.42937112046074505}",20,0,-6.232165679250441,"{0: 15, 1: 4, 2: 1, 3: 0, 4: 0}",0
1128,False,"{'a': 0.001, 'e': 0.42846777778370077}",20,14,3.7481898336851582,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
1129,False,"{'a': 0.001, 'e': 0.4275640066389146}",30,19,17.88072669106883,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1130,False,"{'a': 0.001, 'e': 0.42665980793015723}",30,1,-102.34299192314975,"{0: 21, 1: 3, 2: 2, 3: 1, 4: 2}",1
1131,False,"{'a': 0.001, 'e': 0.42575518256162764}",25,9,-31.936559279741434,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 1}",1
1132,False,"{'a': 0.001, 'e': 0.4248501314379508}",25,15,-23.383147593358196,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
1133,False,"{'a': 0.001, 'e': 0.42394465546417814}",20,0,-47.06425932204701,"{0: 13, 1: 4, 2: 2, 3: 1, 4: 0}",0
1134,False,"{'a': 0.001, 'e': 0.42303875554578513}",25,17,17.830358857059746,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1135,False,"{'a': 0.001, 'e': 0.42213243258867206}",30,11,-21.317807075067535,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 1}",1
1136,False,"{'a': 0.001, 'e': 0.42122568749916134}",25,15,10.996248343444623,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
1137,False,"{'a': 0.001, 'e': 0.42031852118399843}",20,0,-13.362850246308133,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
1138,False,"{'a': 0.001, 'e': 0.41941093455034917}",25,0,-47.57344474022124,"{0: 21, 1: 0, 2: 2, 3: 1, 4: 1}",0
1139,False,"{'a': 0.001, 'e': 0.41850292850580045}",25,1,-19.783122691969336,"{0: 19, 1: 1, 2: 4, 3: 0, 4: 0}",1
1140,False,"{'a': 0.001, 'e': 0.41759450395835795}",30,0,-71.62342480875745,"{0: 22, 1: 2, 2: 4, 3: 1, 4: 1}",0
1141,False,"{'a': 0.001, 'e': 0.4166856618164465}",25,16,4.9076775476986185,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
1142,False,"{'a': 0.001, 'e': 0.4157764029889078}",20,11,-5.78512095418813,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 0}",1
1143,False,"{'a': 0.001, 'e': 0.4148667283850009}",25,9,-35.26784846516184,"{0: 10, 1: 2, 2: 4, 3: 0, 4: 0}",1
1144,False,"{'a': 0.001, 'e': 0.4139566389144}",30,6,-11.640773567702144,"{0: 20, 1: 1, 2: 2, 3: 1, 4: 0}",1
1145,False,"{'a': 0.001, 'e': 0.4130461354871949}",20,2,-54.88559095083849,"{0: 13, 1: 0, 2: 3, 3: 2, 4: 0}",1
1146,False,"{'a': 0.001, 'e': 0.4121352190138885}",25,16,3.357170584936373,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
1147,False,"{'a': 0.001, 'e': 0.41122389040539764}",30,18,18.81487793901474,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1148,False,"{'a': 0.001, 'e': 0.4103121505730504}",30,18,-9.841104355046507,"{0: 10, 1: 0, 2: 1, 3: 1, 4: 0}",1
1149,False,"{'a': 0.001, 'e': 0.40940000042858704}",20,0,-37.684310107655,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
1150,False,"{'a': 0.001, 'e': 0.40848744088415717}",35,24,-10.359193983315212,"{0: 8, 1: 2, 2: 0, 3: 1, 4: 0}",1
1151,False,"{'a': 0.001, 'e': 0.4075744728523206}",20,4,10.874325606792388,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 0}",1
1152,False,"{'a': 0.001, 'e': 0.40666109724604504}",30,12,-2.273759780644492,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 0}",1
1153,False,"{'a': 0.001, 'e': 0.40574731497870625}",20,0,-30.200576663471306,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",1
1154,False,"{'a': 0.001, 'e': 0.4048331269640863}",20,15,3.711721514273852,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
1155,False,"{'a': 0.001, 'e': 0.40391853411637296}",30,10,-31.19950785960949,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 0}",1
1156,False,"{'a': 0.001, 'e': 0.4030035373501593}",25,16,0.34094157848290196,"{0: 7, 1: 2, 2: 0, 3: 0, 4: 0}",1
1157,False,"{'a': 0.001, 'e': 0.40208813758044176}",25,12,19.83423478836924,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1158,False,"{'a': 0.001, 'e': 0.4011723357226203}",20,8,3.6379276767548374,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
1159,False,"{'a': 0.001, 'e': 0.4002561326924963}",30,22,2.140512746440022,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1160,False,"{'a': 0.001, 'e': 0.3993395294062732}",20,0,18.511520614693357,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
1161,False,"{'a': 0.001, 'e': 0.3984225267805538}",20,0,8.616615495807405,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
1162,False,"{'a': 0.001, 'e': 0.39750512573234104}",20,11,7.212095207479594,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
1163,False,"{'a': 0.001, 'e': 0.3965873271790354}",20,0,-25.41157388890186,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
1164,False,"{'a': 0.001, 'e': 0.39566913203843584}",30,22,7.5423121306249925,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
1165,False,"{'a': 0.001, 'e': 0.39475054122873704}",25,0,-61.09069191778909,"{0: 19, 1: 1, 2: 4, 3: 0, 4: 1}",1
1166,False,"{'a': 0.001, 'e': 0.3938315556685301}",35,15,-42.89883272009297,"{0: 14, 1: 1, 2: 4, 3: 1, 4: 0}",1
1167,False,"{'a': 0.001, 'e': 0.39291217627680014}",25,10,-59.98050714083649,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 2}",1
1168,False,"{'a': 0.001, 'e': 0.39199240397292684}",25,7,-19.07218255911888,"{0: 15, 1: 0, 2: 2, 3: 1, 4: 0}",1
1169,False,"{'a': 0.001, 'e': 0.391072239676682}",30,4,-107.41773941469596,"{0: 17, 1: 0, 2: 7, 3: 1, 4: 1}",1
1170,False,"{'a': 0.001, 'e': 0.3901516843082303}",35,19,1.9710714685066262,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 0}",1
1171,False,"{'a': 0.001, 'e': 0.3892307387881266}",20,10,-56.927700600478694,"{0: 5, 1: 3, 2: 1, 3: 0, 4: 1}",1
1172,False,"{'a': 0.001, 'e': 0.38830940403731673}",20,12,16.588567007062384,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1173,False,"{'a': 0.001, 'e': 0.38738768097713494}",20,0,-30.92794267195633,"{0: 15, 1: 2, 2: 2, 3: 1, 4: 0}",0
1174,False,"{'a': 0.001, 'e': 0.38646557052930475}",25,18,-8.08528037078409,"{0: 5, 1: 1, 2: 1, 3: 0, 4: 0}",1
1175,False,"{'a': 0.001, 'e': 0.385543073615936}",25,12,-8.123430744287237,"{0: 11, 1: 0, 2: 1, 3: 1, 4: 0}",1
1176,False,"{'a': 0.001, 'e': 0.38462019115952595}",30,18,21.702027464919656,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1177,False,"{'a': 0.001, 'e': 0.3836969240829566}",20,2,-17.0783776679249,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 0}",1
1178,False,"{'a': 0.001, 'e': 0.38277327330949534}",25,3,-101.90426932368875,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 3}",1
1179,False,"{'a': 0.001, 'e': 0.38184923976279245}",20,0,-39.30229850476342,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
1180,False,"{'a': 0.001, 'e': 0.38092482436688185}",20,11,11.914483225897722,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
1181,False,"{'a': 0.001, 'e': 0.3800000280461784}",20,12,-28.751744463490848,"{0: 5, 1: 0, 2: 2, 3: 1, 4: 0}",1
1182,False,"{'a': 0.001, 'e': 0.3790748517254788}",25,15,-13.749815091430317,"{0: 8, 1: 0, 2: 1, 3: 1, 4: 0}",1
1183,False,"{'a': 0.001, 'e': 0.3781492963299588}",20,13,-11.566754723157128,"{0: 5, 1: 0, 2: 2, 3: 0, 4: 0}",1
1184,False,"{'a': 0.001, 'e': 0.37722336278517427}",20,10,-4.532817797729212,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
1185,False,"{'a': 0.001, 'e': 0.37629705201705815}",25,7,4.337107816769446,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 0}",1
1186,False,"{'a': 0.001, 'e': 0.37537036495192155}",20,0,-80.22037245648313,"{0: 14, 1: 2, 2: 1, 3: 2, 4: 1}",0
1187,False,"{'a': 0.001, 'e': 0.3744433025164511}",20,9,-10.136243397218191,"{0: 8, 1: 1, 2: 2, 3: 0, 4: 0}",1
1188,False,"{'a': 0.001, 'e': 0.37351586563770955}",20,10,0.8335499236985675,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
1189,False,"{'a': 0.001, 'e': 0.37258805524313326}",20,8,-43.09383586810198,"{0: 8, 1: 2, 2: 1, 3: 0, 4: 1}",1
1190,False,"{'a': 0.001, 'e': 0.371659872260533}",30,0,41.97730506703302,"{0: 29, 1: 1, 2: 0, 3: 0, 4: 0}",0
1191,False,"{'a': 0.001, 'e': 0.37073131761809125}",30,20,6.64366842404655,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1192,False,"{'a': 0.001, 'e': 0.36980239224436295}",25,11,2.5872234531213714,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
1193,False,"{'a': 0.001, 'e': 0.36887309706827304}",20,10,-0.5172221345367469,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
1194,False,"{'a': 0.001, 'e': 0.367943433019117}",20,8,17.625208141056135,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
1195,False,"{'a': 0.001, 'e': 0.3670134010265584}",30,7,11.305665664750553,"{0: 20, 1: 2, 2: 1, 3: 0, 4: 0}",1
1196,False,"{'a': 0.001, 'e': 0.36608300202062954}",30,20,6.758264905546402,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1197,False,"{'a': 0.001, 'e': 0.365152236931729}",20,0,-44.73986247531304,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 1}",0
1198,False,"{'a': 0.001, 'e': 0.36422110669062213}",30,7,-39.87944922061026,"{0: 19, 1: 0, 2: 3, 3: 0, 4: 1}",1
1199,False,"{'a': 0.001, 'e': 0.36328961222843875}",25,3,-64.72401621775525,"{0: 17, 1: 0, 2: 3, 3: 1, 4: 1}",1
1200,False,"{'a': 0.001, 'e': 0.3623577544766736}",20,13,13.264211327703883,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1201,False,"{'a': 0.001, 'e': 0.361425534367184}",20,8,-75.05904201763992,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 2}",1
1202,False,"{'a': 0.001, 'e': 0.3604929528321903}",25,15,7.054387310186483,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1203,False,"{'a': 0.001, 'e': 0.35956001080427363}",25,14,12.573977178467048,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
1204,False,"{'a': 0.001, 'e': 0.35862670921637635}",20,11,-6.9996229572571185,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 0}",1
1205,False,"{'a': 0.001, 'e': 0.3576930490017995}",25,11,-41.32383034183212,"{0: 8, 1: 1, 2: 5, 3: 0, 4: 0}",1
1206,False,"{'a': 0.001, 'e': 0.35675903109420365}",20,0,-4.774821988323112,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
1207,False,"{'a': 0.001, 'e': 0.35582465642760625}",25,8,-23.73118202288858,"{0: 13, 1: 0, 2: 3, 3: 1, 4: 0}",1
1208,False,"{'a': 0.001, 'e': 0.3548899259363823}",25,2,-86.13830318511116,"{0: 17, 1: 1, 2: 3, 3: 0, 4: 2}",1
1209,False,"{'a': 0.001, 'e': 0.3539548405552618}",25,13,-12.997871397033546,"{0: 9, 1: 0, 2: 3, 3: 0, 4: 0}",1
1210,False,"{'a': 0.001, 'e': 0.3530194012193304}",30,16,-31.434632728060592,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
1211,False,"{'a': 0.001, 'e': 0.35208360886402695}",20,11,-2.060845651446581,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 0}",1
