trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
847,False,"{'a': 0.001, 'e': 0.6622340137977137}",20,5,-68.85161674985787,"{0: 9, 1: 2, 2: 1, 3: 3, 4: 0}",1
848,False,"{'a': 0.001, 'e': 0.661484385727704}",25,0,-25.29663168658815,"{0: 19, 1: 2, 2: 4, 3: 0, 4: 0}",0
849,False,"{'a': 0.001, 'e': 0.6607340961733636}",20,0,-45.251279522716565,"{0: 14, 1: 2, 2: 3, 3: 1, 4: 0}",0
850,False,"{'a': 0.001, 'e': 0.6599831458849822}",30,15,-24.59657201391056,"{0: 11, 1: 0, 2: 4, 3: 0, 4: 0}",1
851,False,"{'a': 0.001, 'e': 0.6592315356135099}",25,0,-100.2331598917734,"{0: 16, 1: 2, 2: 6, 3: 0, 4: 1}",0
852,False,"{'a': 0.001, 'e': 0.6584792661105568}",30,0,-9.701526571678514,"{0: 24, 1: 5, 2: 1, 3: 0, 4: 0}",0
853,False,"{'a': 0.001, 'e': 0.6577263381283925}",25,11,-46.126222067168214,"{0: 10, 1: 1, 2: 2, 3: 0, 4: 1}",1
854,False,"{'a': 0.001, 'e': 0.656972752419945}",30,18,-32.70173253717907,"{0: 8, 1: 1, 2: 2, 3: 1, 4: 0}",1
855,False,"{'a': 0.001, 'e': 0.6562185097387998}",30,8,-35.16368547286797,"{0: 19, 1: 1, 2: 0, 3: 1, 4: 1}",1
856,False,"{'a': 0.001, 'e': 0.6554636108391995}",20,0,0.9197352472865596,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
857,False,"{'a': 0.001, 'e': 0.6547080564760429}",35,5,-105.03494998206956,"{0: 20, 1: 6, 2: 2, 3: 0, 4: 2}",1
858,False,"{'a': 0.001, 'e': 0.6539518474048844}",25,0,-86.77519133292813,"{0: 14, 1: 3, 2: 7, 3: 1, 4: 0}",0
859,False,"{'a': 0.001, 'e': 0.6531949843819331}",20,0,17.28968264862489,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
860,False,"{'a': 0.001, 'e': 0.6524374681640519}",25,0,-112.47829757360158,"{0: 17, 1: 1, 2: 5, 3: 0, 4: 2}",0
861,False,"{'a': 0.001, 'e': 0.6516792995087568}",30,5,-30.180195746835633,"{0: 19, 1: 2, 2: 3, 3: 1, 4: 0}",1
862,False,"{'a': 0.001, 'e': 0.6509204791742165}",30,0,-130.74446041026687,"{0: 23, 1: 1, 2: 3, 3: 0, 4: 3}",0
863,False,"{'a': 0.001, 'e': 0.6501610079192512}",30,0,-46.28460310522439,"{0: 22, 1: 3, 2: 4, 3: 1, 4: 0}",0
864,False,"{'a': 0.001, 'e': 0.6494008865033323}",20,0,-34.644086452375674,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
865,False,"{'a': 0.001, 'e': 0.648640115686581}",20,9,-148.29954300804363,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 4}",1
866,False,"{'a': 0.001, 'e': 0.647878696229768}",20,0,-48.98455937688749,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
867,False,"{'a': 0.001, 'e': 0.6471166288943128}",20,0,-127.03879132165724,"{0: 11, 1: 1, 2: 6, 3: 0, 4: 2}",0
868,False,"{'a': 0.001, 'e': 0.6463539144422825}",30,12,-96.95779450292038,"{0: 10, 1: 1, 2: 5, 3: 1, 4: 1}",1
869,False,"{'a': 0.001, 'e': 0.6455905536363918}",25,5,-49.13382077455222,"{0: 13, 1: 1, 2: 6, 3: 0, 4: 0}",1
870,False,"{'a': 0.001, 'e': 0.6448265472400012}",20,0,-73.20525379874556,"{0: 13, 1: 3, 2: 2, 3: 1, 4: 1}",0
871,False,"{'a': 0.001, 'e': 0.644061896017117}",20,2,-74.5881840756164,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 2}",1
872,False,"{'a': 0.001, 'e': 0.6432966007323906}",25,16,-13.78621110157856,"{0: 6, 1: 1, 2: 2, 3: 0, 4: 0}",1
873,False,"{'a': 0.001, 'e': 0.6425306621511171}",30,19,-2.0906898351083516,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
874,False,"{'a': 0.001, 'e': 0.6417640810392349}",30,0,-26.130453223168423,"{0: 22, 1: 5, 2: 3, 3: 0, 4: 0}",0
875,False,"{'a': 0.001, 'e': 0.6409968581633251}",20,0,-113.07060550809737,"{0: 10, 1: 1, 2: 8, 3: 0, 4: 1}",0
876,False,"{'a': 0.001, 'e': 0.6402289942906106}",25,0,-66.25505281304663,"{0: 19, 1: 2, 2: 2, 3: 1, 4: 1}",0
877,False,"{'a': 0.001, 'e': 0.6394604901889552}",20,0,-11.700010037975591,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
878,False,"{'a': 0.001, 'e': 0.6386913466268629}",20,0,-31.64086120424725,"{0: 14, 1: 3, 2: 2, 3: 1, 4: 0}",0
879,False,"{'a': 0.001, 'e': 0.6379215643734771}",20,8,-50.44970131265113,"{0: 8, 1: 1, 2: 2, 3: 0, 4: 1}",1
880,False,"{'a': 0.001, 'e': 0.6371511441985802}",25,4,-25.959582103911174,"{0: 15, 1: 3, 2: 2, 3: 1, 4: 0}",1
881,False,"{'a': 0.001, 'e': 0.6363800868725922}",25,7,-50.376440621689255,"{0: 13, 1: 2, 2: 2, 3: 0, 4: 1}",1
882,False,"{'a': 0.001, 'e': 0.6356083931665703}",20,5,-31.332716971201144,"{0: 11, 1: 0, 2: 3, 3: 1, 4: 0}",1
883,False,"{'a': 0.001, 'e': 0.6348360638522081}",25,0,-115.27907966712233,"{0: 16, 1: 4, 2: 3, 3: 0, 4: 2}",0
884,False,"{'a': 0.001, 'e': 0.6340630997018352}",25,7,-81.07932960490699,"{0: 12, 1: 0, 2: 4, 3: 1, 4: 1}",1
885,False,"{'a': 0.001, 'e': 0.6332895014884152}",20,0,-11.827326662888202,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
886,False,"{'a': 0.001, 'e': 0.6325152699855466}",25,0,-8.809610362791748,"{0: 21, 1: 2, 2: 1, 3: 1, 4: 0}",0
887,False,"{'a': 0.001, 'e': 0.6317404059674607}",25,2,-63.54326546280176,"{0: 17, 1: 2, 2: 2, 3: 1, 4: 1}",1
888,False,"{'a': 0.001, 'e': 0.6309649102090216}",25,0,-60.140705514303896,"{0: 17, 1: 2, 2: 5, 3: 1, 4: 0}",0
889,False,"{'a': 0.001, 'e': 0.6301887834857247}",20,12,-10.966493301412228,"{0: 6, 1: 1, 2: 0, 3: 1, 4: 0}",1
890,False,"{'a': 0.001, 'e': 0.6294120265736969}",20,5,-13.812097737603336,"{0: 12, 1: 1, 2: 1, 3: 1, 4: 0}",1
891,False,"{'a': 0.001, 'e': 0.628634640249695}",20,10,-59.78903887379817,"{0: 6, 1: 0, 2: 3, 3: 0, 4: 1}",1
892,False,"{'a': 0.001, 'e': 0.6278566252911051}",25,10,-72.32081432768864,"{0: 10, 1: 0, 2: 3, 3: 1, 4: 1}",1
893,False,"{'a': 0.001, 'e': 0.6270779824759424}",20,0,-48.58321839263227,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
894,False,"{'a': 0.001, 'e': 0.6262987125828494}",30,18,1.8761109642704565,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
895,False,"{'a': 0.001, 'e': 0.625518816391096}",20,0,-43.338078663691185,"{0: 15, 1: 3, 2: 1, 3: 0, 4: 1}",0
896,False,"{'a': 0.001, 'e': 0.6247382946805784}",30,0,-78.2946545897,"{0: 20, 1: 2, 2: 6, 3: 2, 4: 0}",0
897,False,"{'a': 0.001, 'e': 0.6239571482318181}",20,14,2.4958722900097716,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
898,False,"{'a': 0.001, 'e': 0.6231753778259617}",25,7,-30.631432032863984,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 1}",1
899,False,"{'a': 0.001, 'e': 0.6223929842447792}",25,2,-45.12616960204795,"{0: 15, 1: 3, 2: 5, 3: 0, 4: 0}",1
900,False,"{'a': 0.001, 'e': 0.6216099682706644}",25,1,-94.30407609469785,"{0: 15, 1: 3, 2: 4, 3: 1, 4: 1}",1
901,False,"{'a': 0.001, 'e': 0.6208263306866332}",20,11,2.926003444865591,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
902,False,"{'a': 0.001, 'e': 0.620042072276323}",20,12,15.988825068734258,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
903,False,"{'a': 0.001, 'e': 0.6192571938239922}",25,0,-22.406724498849314,"{0: 19, 1: 2, 2: 4, 3: 0, 4: 0}",0
904,False,"{'a': 0.001, 'e': 0.6184716961145192}",25,0,-48.67937894798108,"{0: 20, 1: 1, 2: 3, 3: 0, 4: 1}",0
905,False,"{'a': 0.001, 'e': 0.6176855799334016}",25,18,2.6561839324076626,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
906,False,"{'a': 0.001, 'e': 0.6168988460667556}",25,0,-32.13684339069709,"{0: 19, 1: 0, 2: 6, 3: 0, 4: 0}",0
907,False,"{'a': 0.001, 'e': 0.6161114953013148}",20,0,-54.246881888429726,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
908,False,"{'a': 0.001, 'e': 0.6153235284244302}",20,13,12.152454197663385,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
909,False,"{'a': 0.001, 'e': 0.6145349462240683}",30,0,-53.27920504626318,"{0: 23, 1: 3, 2: 1, 3: 3, 4: 0}",0
910,False,"{'a': 0.001, 'e': 0.6137457494888116}",25,7,-53.77312042397808,"{0: 11, 1: 1, 2: 5, 3: 1, 4: 0}",1
911,False,"{'a': 0.001, 'e': 0.6129559390078564}",25,0,-108.44967971343587,"{0: 17, 1: 2, 2: 4, 3: 0, 4: 2}",0
912,False,"{'a': 0.001, 'e': 0.6121655155710133}",25,0,-15.997285087914184,"{0: 21, 1: 0, 2: 3, 3: 1, 4: 0}",0
913,False,"{'a': 0.001, 'e': 0.6113744799687056}",20,9,-51.527484824541,"{0: 8, 1: 1, 2: 0, 3: 1, 4: 1}",1
914,False,"{'a': 0.001, 'e': 0.6105828329919689}",20,2,-52.769506308346024,"{0: 10, 1: 3, 2: 5, 3: 0, 4: 0}",1
915,False,"{'a': 0.001, 'e': 0.6097905754324501}",20,0,-67.07310461795107,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
916,False,"{'a': 0.001, 'e': 0.6089977080824067}",30,0,-108.42887735873899,"{0: 22, 1: 1, 2: 5, 3: 0, 4: 2}",0
917,False,"{'a': 0.001, 'e': 0.608204231734706}",25,0,-170.34223482846565,"{0: 14, 1: 2, 2: 6, 3: 0, 4: 3}",0
918,False,"{'a': 0.001, 'e': 0.6074101471828242}",20,1,-53.16597901575944,"{0: 13, 1: 4, 2: 1, 3: 0, 4: 1}",1
919,False,"{'a': 0.001, 'e': 0.6066154552208458}",20,12,-10.26960620342047,"{0: 5, 1: 2, 2: 1, 3: 0, 4: 0}",1
920,False,"{'a': 0.001, 'e': 0.6058201566434628}",20,4,-3.0438826207975853,"{0: 13, 1: 2, 2: 1, 3: 0, 4: 0}",1
921,False,"{'a': 0.001, 'e': 0.6050242522459737}",30,14,-54.28010912675985,"{0: 12, 1: 1, 2: 1, 3: 1, 4: 1}",1
922,False,"{'a': 0.001, 'e': 0.6042277428242826}",20,0,-120.7079583335258,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 3}",0
923,False,"{'a': 0.001, 'e': 0.6034306291748992}",30,11,-21.890021194495006,"{0: 14, 1: 2, 2: 2, 3: 1, 4: 0}",1
924,False,"{'a': 0.001, 'e': 0.6026329120949367}",20,0,-9.314698195770282,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
925,False,"{'a': 0.001, 'e': 0.6018345923821126}",30,0,-63.36672513432744,"{0: 19, 1: 4, 2: 7, 3: 0, 4: 0}",0
926,False,"{'a': 0.001, 'e': 0.6010356708347461}",20,0,-59.59509855028911,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",1
927,False,"{'a': 0.001, 'e': 0.6002361482517589}",30,14,4.998955171067948,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 0}",1
928,False,"{'a': 0.001, 'e': 0.5994360254326734}",20,4,-28.382874383687607,"{0: 11, 1: 1, 2: 4, 3: 0, 4: 0}",1
929,False,"{'a': 0.001, 'e': 0.5986353031776124}",25,13,-4.994468334837657,"{0: 8, 1: 3, 2: 1, 3: 0, 4: 0}",1
930,False,"{'a': 0.001, 'e': 0.5978339822872982}",30,4,-14.612865819504801,"{0: 22, 1: 1, 2: 2, 3: 1, 4: 0}",1
931,False,"{'a': 0.001, 'e': 0.5970320635630515}",30,20,10.072613238172954,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
932,False,"{'a': 0.001, 'e': 0.596229547806791}",20,11,-7.363781253172388,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 0}",1
933,False,"{'a': 0.001, 'e': 0.5954264358210324}",35,0,-65.59927615923844,"{0: 27, 1: 1, 2: 6, 3: 0, 4: 1}",0
934,False,"{'a': 0.001, 'e': 0.5946227284088875}",25,2,-35.87940405820593,"{0: 19, 1: 1, 2: 2, 3: 0, 4: 1}",1
935,False,"{'a': 0.001, 'e': 0.5938184263740639}",20,13,-31.60307989201386,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 1}",1
936,False,"{'a': 0.001, 'e': 0.5930135305208633}",30,0,-139.28871351369952,"{0: 21, 1: 1, 2: 3, 3: 3, 4: 2}",0
937,False,"{'a': 0.001, 'e': 0.5922080416541816}",20,0,-144.9678494200461,"{0: 12, 1: 2, 2: 1, 3: 3, 4: 2}",0
938,False,"{'a': 0.001, 'e': 0.5914019605795077}",20,0,-189.26085236465457,"{0: 12, 1: 0, 2: 4, 3: 0, 4: 4}",0
939,False,"{'a': 0.001, 'e': 0.5905952881029224}",20,0,-11.05802829266668,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
940,False,"{'a': 0.001, 'e': 0.5897880250310982}",25,9,-6.574797951860043,"{0: 12, 1: 2, 2: 2, 3: 0, 4: 0}",1
941,False,"{'a': 0.001, 'e': 0.5889801721712982}",20,5,-67.10463446642478,"{0: 9, 1: 1, 2: 4, 3: 0, 4: 1}",1
942,False,"{'a': 0.001, 'e': 0.588171730331375}",35,24,-23.22036611192985,"{0: 7, 1: 1, 2: 3, 3: 0, 4: 0}",1
943,False,"{'a': 0.001, 'e': 0.5873627003197706}",20,0,-14.904470121930476,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
944,False,"{'a': 0.001, 'e': 0.5865530829455147}",30,16,-11.476240979082773,"{0: 11, 1: 2, 2: 0, 3: 1, 4: 0}",1
945,False,"{'a': 0.001, 'e': 0.5857428790182249}",25,0,-166.32067219865684,"{0: 15, 1: 3, 2: 3, 3: 1, 4: 3}",0
946,False,"{'a': 0.001, 'e': 0.5849320893481047}",30,0,-40.01673101867924,"{0: 21, 1: 5, 2: 3, 3: 1, 4: 0}",0
947,False,"{'a': 0.001, 'e': 0.5841207147459441}",35,19,24.79504035865208,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
948,False,"{'a': 0.001, 'e': 0.5833087560231173}",20,0,-44.23698323350639,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
949,False,"{'a': 0.001, 'e': 0.582496213991583}",20,9,-20.80383433967756,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
950,False,"{'a': 0.001, 'e': 0.5816830894638835}",20,0,-163.21674179655997,"{0: 11, 1: 1, 2: 5, 3: 0, 4: 3}",0
951,False,"{'a': 0.001, 'e': 0.5808693832531429}",25,19,7.467985128889089,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
952,False,"{'a': 0.001, 'e': 0.5800550961730674}",20,6,3.7559112725612875,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
953,False,"{'a': 0.001, 'e': 0.579240229037944}",20,10,-20.744147944382043,"{0: 7, 1: 0, 2: 3, 3: 0, 4: 0}",1
954,False,"{'a': 0.001, 'e': 0.57842478266264}",30,11,-89.90896390532764,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 2}",1
955,False,"{'a': 0.001, 'e': 0.5776087578626015}",20,0,-83.38590290346121,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
956,False,"{'a': 0.001, 'e': 0.5767921554538531}",25,18,-27.976709396175252,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 1}",1
957,False,"{'a': 0.001, 'e': 0.5759749762529975}",25,1,-36.665989146444055,"{0: 20, 1: 1, 2: 2, 3: 0, 4: 1}",1
958,False,"{'a': 0.001, 'e': 0.5751572210772136}",35,8,9.829629340563907,"{0: 24, 1: 1, 2: 1, 3: 1, 4: 0}",1
959,False,"{'a': 0.001, 'e': 0.5743388907442566}",25,0,-60.71914412627743,"{0: 16, 1: 4, 2: 4, 3: 1, 4: 0}",0
960,False,"{'a': 0.001, 'e': 0.5735199860724567}",25,2,-74.71177111565198,"{0: 15, 1: 3, 2: 4, 3: 0, 4: 1}",1
961,False,"{'a': 0.001, 'e': 0.5727005078807185}",20,3,-76.24196344531062,"{0: 11, 1: 1, 2: 3, 3: 1, 4: 1}",1
962,False,"{'a': 0.001, 'e': 0.5718804569885201}",35,18,-87.69770099704925,"{0: 12, 1: 0, 2: 3, 3: 0, 4: 2}",1
963,False,"{'a': 0.001, 'e': 0.5710598342159123}",25,0,-100.96309266421699,"{0: 18, 1: 1, 2: 4, 3: 0, 4: 2}",0
964,False,"{'a': 0.001, 'e': 0.570238640383518}",20,0,-30.541508920531992,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
965,False,"{'a': 0.001, 'e': 0.5694168763125309}",25,14,-19.270757391216605,"{0: 8, 1: 1, 2: 1, 3: 1, 4: 0}",1
966,False,"{'a': 0.001, 'e': 0.5685945428247148}",20,15,3.134894006212776,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
967,False,"{'a': 0.001, 'e': 0.5677716407424033}",20,0,-46.372527760401034,"{0: 12, 1: 6, 2: 1, 3: 1, 4: 0}",0
968,False,"{'a': 0.001, 'e': 0.5669481708884984}",20,8,-34.941731877990534,"{0: 8, 1: 0, 2: 3, 3: 1, 4: 0}",1
969,False,"{'a': 0.001, 'e': 0.5661241340864698}",25,10,-38.53742360039779,"{0: 10, 1: 1, 2: 3, 3: 1, 4: 0}",1
970,False,"{'a': 0.001, 'e': 0.5652995311603544}",20,10,-25.605627004675103,"{0: 7, 1: 0, 2: 2, 3: 1, 4: 0}",1
971,False,"{'a': 0.001, 'e': 0.5644743629347548}",20,12,4.227874098799954,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
972,False,"{'a': 0.001, 'e': 0.5636486302348394}",20,10,8.272612106697286,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
973,False,"{'a': 0.001, 'e': 0.5628223338863407}",25,13,-8.141591944089846,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 0}",1
974,False,"{'a': 0.001, 'e': 0.561995474715555}",20,2,3.48050826408607,"{0: 15, 1: 2, 2: 1, 3: 0, 4: 0}",1
975,False,"{'a': 0.001, 'e': 0.5611680535493414}",30,20,-1.913965533012238,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
976,False,"{'a': 0.001, 'e': 0.5603400712151211}",20,0,-46.42834636114481,"{0: 12, 1: 4, 2: 4, 3: 0, 4: 0}",0
977,False,"{'a': 0.001, 'e': 0.5595115285408763}",25,15,9.945128625367637,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
978,False,"{'a': 0.001, 'e': 0.5586824263551494}",25,16,1.8768580008209423,"{0: 7, 1: 2, 2: 0, 3: 0, 4: 0}",1
979,False,"{'a': 0.001, 'e': 0.5578527654870429}",25,0,-2.071628627775554,"{0: 21, 1: 1, 2: 3, 3: 0, 4: 0}",0
980,False,"{'a': 0.001, 'e': 0.5570225467662173}",25,12,-0.718282099448877,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 0}",1
981,False,"{'a': 0.001, 'e': 0.5561917710228914}",35,19,-42.9432763441471,"{0: 10, 1: 2, 2: 3, 3: 1, 4: 0}",1
982,False,"{'a': 0.001, 'e': 0.5553604390878408}",25,6,-23.571493329420324,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 0}",1
983,False,"{'a': 0.001, 'e': 0.5545285517923974}",25,9,-51.616411719410166,"{0: 9, 1: 3, 2: 3, 3: 1, 4: 0}",1
984,False,"{'a': 0.001, 'e': 0.5536961099684484}",25,11,-5.783561066883191,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 0}",1
985,False,"{'a': 0.001, 'e': 0.5528631144484356}",20,6,-31.672614640220978,"{0: 11, 1: 2, 2: 0, 3: 0, 4: 1}",1
986,False,"{'a': 0.001, 'e': 0.5520295660653544}",20,16,6.120287632331463,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
987,False,"{'a': 0.001, 'e': 0.5511954656527531}",25,10,1.1508292820757433,"{0: 12, 1: 2, 2: 1, 3: 0, 4: 0}",1
988,False,"{'a': 0.001, 'e': 0.5503608140447321}",25,10,-34.507325166775836,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 1}",1
989,False,"{'a': 0.001, 'e': 0.549525612075943}",20,12,13.752767807877868,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
990,False,"{'a': 0.001, 'e': 0.5486898605815875}",30,0,-1.6388706232778558,"{0: 25, 1: 2, 2: 3, 3: 0, 4: 0}",0
991,False,"{'a': 0.001, 'e': 0.5478535603974173}",25,0,-48.66926703610537,"{0: 21, 1: 0, 2: 2, 3: 1, 4: 1}",1
992,False,"{'a': 0.001, 'e': 0.5470167123597323}",20,1,-19.351003513460828,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 1}",1
993,False,"{'a': 0.001, 'e': 0.5461793173053804}",20,6,-23.69506417029518,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
994,False,"{'a': 0.001, 'e': 0.5453413760717568}",20,7,6.530865637993573,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
995,False,"{'a': 0.001, 'e': 0.5445028894968026}",30,6,19.844831345568103,"{0: 21, 1: 3, 2: 0, 3: 0, 4: 0}",1
996,False,"{'a': 0.001, 'e': 0.5436638584190042}",20,12,-12.992956428017607,"{0: 5, 1: 1, 2: 2, 3: 0, 4: 0}",1
997,False,"{'a': 0.001, 'e': 0.5428242836773928}",30,0,-113.24541762264666,"{0: 22, 1: 3, 2: 1, 3: 2, 4: 2}",0
998,False,"{'a': 0.001, 'e': 0.5419841661115429}",20,0,-8.221329436035482,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
999,False,"{'a': 0.001, 'e': 0.5411435065615721}",20,0,-78.02572101121496,"{0: 15, 1: 2, 2: 1, 3: 0, 4: 2}",1
1000,False,"{'a': 0.001, 'e': 0.5403023058681397}",25,0,-9.532376670295447,"{0: 20, 1: 2, 2: 3, 3: 0, 4: 0}",0
1001,False,"{'a': 0.001, 'e': 0.5394605648724464}",30,1,-75.54597341517216,"{0: 21, 1: 2, 2: 5, 3: 0, 4: 1}",1
1002,False,"{'a': 0.001, 'e': 0.5386182844162335}",20,0,-67.78985920713929,"{0: 14, 1: 2, 2: 2, 3: 1, 4: 1}",0
1003,False,"{'a': 0.001, 'e': 0.5377754653417808}",20,0,-65.44213900261433,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 2}",0
1004,False,"{'a': 0.001, 'e': 0.5369321084919078}",30,15,-25.83888959018476,"{0: 10, 1: 1, 2: 4, 3: 0, 4: 0}",1
1005,False,"{'a': 0.001, 'e': 0.5360882147099707}",25,0,-21.984668576187325,"{0: 20, 1: 0, 2: 5, 3: 0, 4: 0}",0
1006,False,"{'a': 0.001, 'e': 0.5352437848398639}",20,4,-4.948179435495661,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 0}",1
1007,False,"{'a': 0.001, 'e': 0.5343988197260167}",25,8,-56.53117866492784,"{0: 13, 1: 0, 2: 2, 3: 1, 4: 1}",1
1008,False,"{'a': 0.001, 'e': 0.5335533202133944}",25,0,-72.27141293667589,"{0: 18, 1: 1, 2: 5, 3: 0, 4: 1}",0
1009,False,"{'a': 0.001, 'e': 0.5327072871474963}",20,5,-51.30025265875942,"{0: 10, 1: 2, 2: 2, 3: 0, 4: 1}",1
1010,False,"{'a': 0.001, 'e': 0.5318607213743555}",20,8,18.588080427031315,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1011,False,"{'a': 0.001, 'e': 0.5310136237405374}",20,0,-78.84763367561706,"{0: 15, 1: 2, 2: 1, 3: 0, 4: 2}",0
1012,False,"{'a': 0.001, 'e': 0.5301659950931401}",25,6,-26.479827591913413,"{0: 15, 1: 0, 2: 3, 3: 1, 4: 0}",1
1013,False,"{'a': 0.001, 'e': 0.5293178362797918}",20,9,8.242300090739253,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
1014,False,"{'a': 0.001, 'e': 0.5284691481486513}",25,1,-42.50648133953505,"{0: 19, 1: 2, 2: 2, 3: 0, 4: 1}",1
1015,False,"{'a': 0.001, 'e': 0.5276199315484067}",30,14,-29.869917539694477,"{0: 13, 1: 0, 2: 1, 3: 2, 4: 0}",1
1016,False,"{'a': 0.001, 'e': 0.5267701873282746}",30,0,-179.67527116604597,"{0: 21, 1: 1, 2: 4, 3: 0, 4: 4}",0
1017,False,"{'a': 0.001, 'e': 0.525919916337999}",20,9,-41.658588956081466,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 1}",1
1018,False,"{'a': 0.001, 'e': 0.5250691194278508}",25,0,-49.04805042757289,"{0: 19, 1: 0, 2: 5, 3: 1, 4: 0}",0
1019,False,"{'a': 0.001, 'e': 0.524217797448627}",20,2,-43.86136564809147,"{0: 13, 1: 2, 2: 1, 3: 2, 4: 0}",1
1020,False,"{'a': 0.001, 'e': 0.5233659512516495}",20,9,-34.709495409261244,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 1}",1
1021,False,"{'a': 0.001, 'e': 0.5225135816887643}",25,0,-165.12054506571835,"{0: 18, 1: 1, 2: 1, 3: 1, 4: 4}",0
1022,False,"{'a': 0.001, 'e': 0.521660689612341}",30,7,-60.074393974406426,"{0: 14, 1: 2, 2: 7, 3: 0, 4: 0}",1
1023,False,"{'a': 0.001, 'e': 0.5208072758752714}",35,0,-116.70085351102918,"{0: 21, 1: 4, 2: 8, 3: 2, 4: 0}",0
1024,False,"{'a': 0.001, 'e': 0.5199533413309696}",20,0,-18.762575349039135,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",1
1025,False,"{'a': 0.001, 'e': 0.5190988868333698}",20,10,13.943282009866152,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1026,False,"{'a': 0.001, 'e': 0.5182439132369261}",20,3,-5.564967751993053,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 0}",1
1027,False,"{'a': 0.001, 'e': 0.5173884213966127}",25,0,-24.2404738296787,"{0: 19, 1: 2, 2: 4, 3: 0, 4: 0}",0
1028,False,"{'a': 0.001, 'e': 0.5165324121679207}",25,14,-41.813312813158255,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 1}",1
1029,False,"{'a': 0.001, 'e': 0.5156758864068598}",20,15,3.6965144679282327,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
